Title,Description
Τοποθέτηση στο Συνέδριο του Ινστιτούτου Εναλλακτικών Πολιτικών ΕΝΑ| 28.03.2023,"Το νέο παραγωγικό πρότυπο πρέπει να έχει ως στόχο τον οικονομικό πλουραλισμό και την καταπολέμηση των ανισοτήτων.

Απαιτείται ένα αποτελεσματικό Αναπτυξιακό Κράτος που θα υλοποιεί ολοκληρωμένες δημόσιες πολιτικές με διαφάνεια και λογοδοσία.

Η ιστορική στιγμή είναι πάρα πολύ κρίσιμη γιατί ο ΣΥΡΙΖΑ-ΠΣ έχει την ευκαιρία να αναλάβει την διακυβέρνηση της χώρας χωρίς τους σκληρούς καταναγκασμούς της μνημονιακής περιόδου και με μεγαλύτερους βαθμούς ελευθερίας αλλά και μεγαλύτερες υποχρεώσεις απέναντι στους πολίτες που θα τον εμπιστευτούν σε αυτή την ιστορική συνθήκη."
"Συνέντευξη στον ""ΑΝΤ1 TV"" | 01.04.2023","Συνέντευξη στην εκπομπή ""Στούντιο με Θέα"" του ΑΝΤ1 και στην Φαίη Μαυραγάνη"
"Συνέντευξη στον τ/στ ""ΜΕΣΟΓΕΙΟΣ TV"" |30.03.2023","📺 Η συνέντευξή μου στο κεντρικό δελτίο ειδήσεων του τηλεοπτικού σταθμού ""ΜΕΣΟΓΕΙΟΣ TV"" και στον δημοσιογράφο Θάνο Τζιούβελη"
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 31.03.2023","🎤ΣυνέντευξηΣτοΣτο Κόκκινο 105,55 και στους δημοσιογράφους Βούλα Κεχαγιά & Νίκο Σβέρκο"
"Συνέντευξη στον ""ΣΚΑΙ 100.3"" | 30.03.2023","Συνέντευξη στον ρ/στ ""ΣΚΑΙ 100.3"" και στον δημοσιογράφο Παύλο Τσίμα"
"Συνέντευξη στο ""ATTICA TV"" | 29.03.2023","Συνέντευξη στο ""ATTICA TV"" | 29.03.2023
Συνέντευξη στην εκπομπή ""CASUS BELLI"" του ATTICA TV και στον Νίκο Παναγιωτόπουλο"
"Συνέντευξη στον ""ΑΝΤ1 TV"" | 28.03.2023",Συνέντευξη στην εκπομπή «Καλημέρα Ελλάδα» του «Ant1 TV» και στους Γιάννη Παπαδάκη και Μαρία Αναστασοπούλου
"""Συζήτηση επίκαιρης ερώτησης ""| 27.03.2023","➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησης για  την ""υγειονομική κάλυψη της νοτιοανατολικής Πυλίας"""
"Συνέντευξη στον ""Flash FM 99.4"" | 24.03.2023","Συνέντευξη στον ""Flash FM 99.4"" Θεσσαλονίκης και στον Γιάννη Μαγκριώτη"
"Συνέντευξη στο ""ATTICA TV"" | 22.03.2023","«Η κυβέρνηση Μητσοτάκη επιμένει μέχρι την τελευταία στιγμή της διακυβέρνησής
της στην πολιτική ισοπέδωσης του δημόσιου συμφέροντος»

Συνέντευξη στην εκπομπή ""Restart"" του ATTICA TV και στους Αλέξανδρο Κλώσσας και Ευαγγελίνα Βόσνου"
Ομιλία στην Βουλή επί του πολυνομοσχεδίου - σκούπα του ΥΠΕΝ | 21.03.2023,"Την ώρα που η τραγωδία των Τεμπων δείχνει που οδηγεί η διάλυση των δημόσιων υποδομών, η κυβέρνηση Μητσοτάκη μεθοδεύει την ιδιωτικοποίηση ακόμη και του νερού

➡ Ομιλία στην Βουλή επί του πολυνομοσχεδίου - σκούπα του ΥΠΕΝ"
Τοποθέτηση στο «Regional Growth Conference» | 17.03.2023,"«Το Ταμείο Ανάκαμψης πρέπει να αξιοποιηθεί για να αντιμετωπίσουμε τα δομικά προβλήματα της ελληνικής οικονομίας - Δυστυχώς η κυβέρνηση δεν έχει κανένα τέτοιο σχέδιο»

Τοποθέτηση στο ετήσιο συνέδριο ""Regional Growth Conference"" στην Πάτρα"
"Συνέντευξη Real Fm 97,8 - Κάτια Μακρή 14.03.2023",
Συνέντευξη στον ΑΝΤ1 TV | 14.03.2023,"Συνέντευξη στην εκπομπή ""Καλημέρα Ελλάδα"" του ANT1 και στους Γιώργο Παπαδάκη και Μαρία Αναστασοπούλου"
"Συνέντευξη στο ""OPEN TV"" | 13.03.2023","Συνέντευξη στην εκπομπή ""Ωρα Ελλάδος¨ του OPEN και στους Δημήτρη Καμπουράκη και Παναγιώτη Στάθη"
"Συνέντευξη στον τ/στ ""BEST TV"" Καλαμάτας | 12.03.2023",➡ Συνέντευξή μου στον τηλεοπτικό σταθμό best-tv.gr και στον δημοσιογράφο Themis Kanellopoulos
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 09.03.2023","Ο κόσμος εκφράζει ένα “ως εδώ, δεν πάει άλλο” - Η επόμενη προοδευτική κυβέρνηση θα πρέπει να χτίσει ξανά σχέσεις εμπιστοσύνης με την κοινωνία. 

🎤Συνέντευξη Στο Κόκκινο 105,55 και στους δημοσιογράφους Γιώργο Μελιγγώνη & Γιώργο Τραπεζιώτη"
"Συνέντευξη στο ""capital.gr"" | 24.02.2023",Συνέντευξη στο capital.gr και στη Νίκη Ζορμπά
"Συνέντευξη στο ""MEGA TV"" | 23.02.2023","Συνέντευξη στην εκπομπή ""Κοινωνία Ώρα MEGA"" και στους Ιορδάνη Χασαπόπουλο και Ανθή Βούλγαρη"
"Συνέντευξη στον τ/στ ""Attica TV"" | 22.02.2023",Συνέντευξη στον τ/στ Attica TV και στους δημοσιογράφους Βούλα Κεχαγιά & Γιώργο Χουδαλάκη.
"Συνέντευξη στον ""Real FM 97.8"" | 19.02.2023","Συνέντευξη  στον Real Fm 97.8 και στους  Έλλη Τριανταφύλλου &
Σεραφείμ Κοτρώτσο"
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 17.02.2023","🎤ΣυνέντευξηΣτο Κόκκινο 105,55 και στους δημοσιογράφους Βούλα Κεχαγιά & Νίκο Σβέρκο"
"Συνέντευξη στον τ/στ ""Action 24"" | 16.02.2023",▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του Action24 και στoυς Άννα Λιβαθινού & Γιώργο Κακούση
"Συνέντευξη στον τ/στ ""Ionian TV"" | 14.02.2023",▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του Ionian Channel και στον Τάσο Θεοδόση
"Συνέντευξη στο ""Kontra Channel"" | 13.02.2023","Συνέντευξη στο Κεντρικό Δελτίο Ειδήσεων του ""Kontra Channel"" και στον Γιώργο Μελιγγώνη."
"Συνέντευξη στον ρ/στ ""Ελλάδα FM"" | 13.02.2023","Συνέντευξη στον ρ/στ ""Ελλάδα FM 94,3"" και στους Σπύρος Νάνο και Γιώργο Βούλγαρη"
"Συνέντευξη στον τ/στ ""ANT1"" | 12.02.2023","▶️ Συνέντευξη στην εκπομπή του ΑΝΤ1 ""ΣΤΟΥΝΤΙΟ ΜΕ ΘΕΑ""  και στην Φαίη Μαυραγάνη"
"Συνέντευξη στον τ/στ ""ΕΡΤ-1"" | 09.02.2023",▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων της ERT1  και στον Γιώργο Κουβαρά
Κοπή πίτας 2023 Ν.Ε. ΣΥ.ΡΙΖ.Α. Μεσσηνίας  05/02/2023,
"Συνέντευξη στον ρ/στ ""Αθήνα 9.84"" | 07.02.2023","Συνέντευξη στον ρ/στ ""Αθήνα 9.84""  και στους δημοσιογράφους Γιάννηα Λαυράνο και Νίκος Καρούτζο"
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 06.02.2022","🎤ΣυνέντευξηΣτο Κόκκινο 105,55 και στους δημοσιογράφους Βούλα Κεχαγιά & Νίκο Σβέρκο"
"Συνέντευξη στον ""Real FM"" | 01.02.2023","Συνέντευξη στον ""Real FM 97.8"" και στους δημοσιογράφους Νίκο Χατζηνικολάου & Αντώνη Δελατόλα"
"Συνέντευξη στο ""Μega TV"" | 30.01.2023","Συνέντευξη στην εκπομπή ""Κοινωνία Ώρα Mega"" και στους Ιορδάνη Χασαπόπουλο και Ανθή Βούλγαρ"
"Συνέντευξη στο ρ/στ ""Πρώτο Πρόγραμμα"" | 21.01.2023",🎤Συνέντευξη στο Πρώτο Πρόγραμμα - ΕΡΤ και στον δημοσιογράφο Αλφόνσο Βιτάλη
"Συνέντευξη στην ""ΕΡΤ 1"" | 18.01.2023","Συνέντευξη στην εκπομπή ""Συνδέσεις"" της ΕΡΤ και στους Κώστα Παπαχλιμίντζο και Χριστίνα Βίδου"
"Συνέντευξη στο τ/στ ""Attica TV"" | 16.01.2023",Συνέντευξη στον τ/στ Attica Tv και στους δημοσιογράφους Βαίλης Σκουρής & Νίκος Παναγιωτόπουλος
"Συνέντευξη στο  τ/στ  ""Formedia TV"" | 13.01.2023",🔘Συνέντευξη στον τ/στFormedia TV  και στον δημοσιογράφο Δημήτρη Τάκη
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" Β-ΜΕΡΟΣ | 12.01.2022","➡️Συνέντευξη  Στο Κόκκινο 105,5 και στοv δημοσιογράφο Γιώργο Μελιγγώνη (Β' Μέρος)"
"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" Α-ΜΕΡΟΣ  | 12.01.2022","➡️Συνέντευξη  Στο Κόκκινο 105,5 και στοv δημοσιογράφο Γιώργο Μελιγγώνη"
"Συνέντευξη στον τ/στ ""Ionian TV"" | 10.01.2023",▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του Ionian Channel και στον Τάσο Θεοδόση
"Συνέντευξη στο ""Kontra Channel"" | 09.01.2023","Συνέντευξη στο Κεντρικό Δελτίο Ειδήσεων του ""Kontra Channel"" και στο Γιώργο Μελιγγώνη"
"Συνέντευξη στο  τ/στ  ""Action 24"" | 09.01.2023",Συνέντευξη στον τ/στ Action24  και στους δημοσιογράφους Άννα Λιβαθηνού & Γιώργο Κακούση
"Συνέντευξη στον ""Flash FM 99.4"" | 05.01.2023","Συνέντευξη στον ""Flash FM 99.4"" και στον Λάζαρο Θεοδωρακίδη"
"Συνέντευξη στον  ""Real FM 97.8"" | 03.01.2023","Συνέντευξη  στον ""Real fm 97.8 και στους Δημήτρης Μιχαλέλη και Αμαλία Κάτζου"
