Title,Description
Κυριάκος Μητσοτάκης: Συνέντευξη Τύπου στην 87η ΔΕΘ,Κυριάκος Μητσοτάκης: Συνέντευξη Τύπου στην 87η ΔΕΘ
Κυριάκος Μητσοτάκης: Η Ομιλία μου στην 87η ΔΕΘ,Κυριάκος Μητσοτάκης: Η Ομιλία μου στην 87η ΔΕΘ
Κυριάκος Μητσοτάκης: Στο Γενικό Νοσοκομείο Θεσσαλονίκης «Γεώργιος Παπανικολάου»,Κυριάκος Μητσοτάκης: Στο Γενικό Νοσοκομείο Θεσσαλονίκης «Γεώργιος Παπανικολάου»
Κυριάκος Μητσοτάκης: Δηλώσεις με την Πρόεδρο της Ευρωπαϊκής Επιτροπής Ursula von der Leyen,Κυριάκος Μητσοτάκης: Δηλώσεις με την Πρόεδρο της Ευρωπαϊκής Επιτροπής Ursula von der Leyen
Κυριάκος Μητσοτάκης: Τοποθέτησή μου στη σύσκεψη στο Νομαρχείο στην Αλεξανδρούπολη,Κυριάκος Μητσοτάκης: Τοποθέτησή μου στη σύσκεψη στο Νομαρχείο στην Αλεξανδρούπολη
Μετά τη σύσκεψη στις εγκαταστάσεις του Φορέα Διαχείρισης Εθνικών Πάρκων Δέλτα Έβρου – Δαδιά,Μετά τη σύσκεψη στις εγκαταστάσεις του Φορέα Διαχείρισης Εθνικών Πάρκων Δέλτα Έβρου – Δαδιά
Κυριάκος Μητσοτάκης: Στο Συντονιστικό Κέντρο Επιχειρήσεων στην Περιφέρεια Θεσσαλίας,Κυριάκος Μητσοτάκης: Στο Συντονιστικό Κέντρο Επιχειρήσεων στην Περιφέρεια Θεσσαλίας
Κυριάκος Μητσοτάκης: Δήλωση μετά τη σύσκεψη στο Δημαρχείο Βόλου,Κυριάκος Μητσοτάκης: Δήλωση μετά τη σύσκεψη στο Δημαρχείο Βόλου
Kυριάκος Μητσοτάκης: Δήλωση στο συντονιστικό Κέντρο Επιχειρήσεων στη Λάρισα,Kυριάκος Μητσοτάκης: Δήλωση στο συντονιστικό Κέντρο Επιχειρήσεων στη Λάρισα
Κυριάκος Μητσοτάκης: Συνάντηση με τον Πρόεδρο και αντιπροσωπεία της ΕΣΑμεΑ,Κυριάκος Μητσοτάκης: Συνάντηση με τον Πρόεδρο και αντιπροσωπεία της ΕΣΑμεΑ
Κυριάκος Μητσοτάκης: Δηλώσεις με την Προέδρο της Δημοκρατίας Κ. Σακελλαροπούλου,Κυριάκος Μητσοτάκης: Δηλώσεις με την Προέδρο της Δημοκρατίας Κ. Σακελλαροπούλου
Κυριάκος Μητσοτάκης: Δηλώσεις μαζί με Νίκο Χριστοδουλίδη και Benjamin Netanyahu,Κυριάκος Μητσοτάκης: Δηλώσεις μαζί με Νίκο Χριστοδουλίδη και Benjamin Netanyahu
Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της Κυπριακής Δημοκρατίας Ν. Χριστοδουλίδη,Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της Κυπριακής Δημοκρατίας Ν. Χριστοδουλίδη
Κυριάκος Μητσοτάκης: Στη συνεδρίαση του Υπουργικού Συμβουλίου,Κυριάκος Μητσοτάκης: Στη συνεδρίαση του Υπουργικού Συμβουλίου
Κυριάκος Μητσοτάκης: Σύσκεψη με τους εκπροσώπους φορέων της Ρόδου στο Επιμελητήριο Δωδεκανήσου,Κυριάκος Μητσοτάκης: Σύσκεψη με τους εκπροσώπους φορέων της Ρόδου στο Επιμελητήριο Δωδεκανήσου
Κυριάκος Μητσοτάκης: Δηλώσεις στη Θεσσαλονίκη,"Κυριάκος Μητσοτάκης: Δηλώσεις στη Θεσσαλονίκη

Σήμερα στη Θεσσαλονίκη με παραγωγικούς και επιστημονικούς φορείς της βόρειας Ελλάδας, αλλά και με εκπροσώπους της Τοπικής Αυτοδιοίκησης, συζητήσαμε για τις οικονομικές προκλήσεις που αντιμετωπίζουμε και για την πρόοδο των μεγάλων αναπτυξιακών έργων που δρομολογούνται στην περιοχή. 

Η Θεσσαλονίκη αλλάζει. Με το Μετρό και την κατασκευή του flyover, έργα σημαντικά για την αποσυμφόρηση της κυκλοφορίας στην πόλη. Με την παρέμβαση στο στρατόπεδο «Παύλου Μελά», αλλά και με το Thess INTEC, έναν «πνεύμονα» καινοτομίας και επιχειρηματικότητας. Με την κατασκευή του παιδιατρικού νοσοκομείου, δωρεά του Ιδρύματος Σταύρος Νιάρχος. Ένα έργο-σταθμός που μαζί με τις υπόλοιπες σημαντικές αναβαθμίσεις που γίνονται στα νοσοκομεία της πόλης, και σε συνδυασμό με το νέο ογκολογικό το οποίο θα κατασκευαστεί στο στρατόπεδο «Καρατάσιου», αλλάζουν την ποιότητα των παρεχόμενων υπηρεσιών υγείας."
Κυριάκος Μητσοτάκης: Με τον Πρωθυπουργό της Ινδίας Narendra Modi,Κυριάκος Μητσοτάκης: Με τον Πρωθυπουργό της Ινδίας Narendra Modi
Κυριάκος Μητσοτάκης: Για την 3η Σύνοδο Κορυφής της Διεθνούς Πλατφόρμας για την Κριμαία,Κυριάκος Μητσοτάκης: Για την 3η Σύνοδο Κορυφής της Διεθνούς Πλατφόρμας για την Κριμαία
"Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της Ουκρανίας, Volodymyr Zelenskyy","Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της Ουκρανίας, Volodymyr Zelenskyy"
"Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της UEFA, Aleksander Čeferin","Κυριάκος Μητσοτάκης: Δηλώσεις με τον Πρόεδρο της UEFA, Aleksander Čeferin"
Εκδήλωση για την υποψηφιότητα του Δημήτρη Πτωχού για τη θέση του Περιφερειάρχη Πελοποννήσου,Εκδήλωση για την υποψηφιότητα του Δημήτρη Πτωχού για τη θέση του Περιφερειάρχη Πελοποννήσου
"Κυριάκος Μητσοτάκης: Μετά τη συνάντηση με τον Πρόεδρο της Αιγύπτου, Abdel Fattah el Sisi","Κυριάκος Μητσοτάκης: Μετά τη συνάντηση με τον Πρόεδρο της Αιγύπτου, Abdel Fattah el Sisi"
Κυριάκος Μητσοτάκης: Στην 120 Πτέρυγα Εκπαίδευσης Αέρος (120 ΠΕΑ) στην Καλαμάτα,Κυριάκος Μητσοτάκης: Στην 120 Πτέρυγα Εκπαίδευσης Αέρος (120 ΠΕΑ) στην Καλαμάτα
Εκδήλωση για την υποψηφιότητα του Αλκιβιάδη Στεφανή στην Περιφέρεια Βορείου Αιγαίου,Εκδήλωση για την υποψηφιότητα του Αλκιβιάδη Στεφανή στην Περιφέρεια Βορείου Αιγαίου
Κυριάκος Μητσοτάκης: Με τον Πρόεδρο της Κυπριακής Δημοκρατίας Νίκο Χριστοδουλίδη,Κυριάκος Μητσοτάκης: Με τον Πρόεδρο της Κυπριακής Δημοκρατίας Νίκο Χριστοδουλίδη
Κυριάκος Μητσοτάκης: Στο νέο Υπουργείο Κοινωνικής Συνοχής και Οικογένειας,"Κυριάκος Μητσοτάκης: Στο νέο Υπουργείο Κοινωνικής Συνοχής και Οικογένειας

Το νέο Υπουργείο Κοινωνικής Συνοχής και Οικογένειας συγκεντρώνει πολιτικές που αφορούν όλους τους συμπολίτες μας. Πολιτικές συνολικά για το παιδί, αλλά και ζητήματα που αφορούν την ένταξη στην κοινωνική και στην οικονομική ζωή των πιο ευάλωτων συμπολιτών μας."
Κυριάκος Μητσοτάκης: Συνάντηση με την ηγεσία του Υπουργείου Παιδείας,Κυριάκος Μητσοτάκης: Συνάντηση με την ηγεσία του Υπουργείου Παιδείας
Άρση των εμποδίων ώστε οι Έλληνες του εξωτερικού να ψηφίζουν από τον τόπο κατοικίας τους,"Άρση των εμποδίων ώστε οι Έλληνες του εξωτερικού να ψηφίζουν από τον τόπο κατοικίας τους

Ψηφίζοντας την άρση των εμποδίων, ώστε οι Έλληνες του εξωτερικού να ψηφίζουν από το τόπο κατοικίας τους, γεφυρώνουμε τη σχέση μας με την ελληνική διασπορά σε κάθε γωνιά της υφηλίου. Ενώνουμε τις παρούσες, τις μελλοντικές γενιές με τη γλώσσα, με την ιστορία, με τις παραδόσεις μας."
Κυριάκος Μητσοτάκης: Σας ευχαριστούμε για όσα προσφέρετε στην πατρίδα,"Κυριάκος Μητσοτάκης: Σας ευχαριστούμε για όσα προσφέρετε στην πατρίδα

Στην Αεροπορική Βάση Ελευσίνας ενημερώθηκα για το ιδιαίτερα δύσκολο έργο κατάσβεσης των πυρκαγιών που ξέσπασαν αυτήν την εβδομάδα, ενώ είχα την ευκαιρία να συνομιλήσω με τα πληρώματα και τους μηχανικούς."
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Ανάπτυξης,Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Ανάπτυξης
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Υποδομών και Μεταφορών,"Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Υποδομών και Μεταφορών

Στο Υπουργείο Υποδομών και Μεταφορών σήμερα.

Θέλω να σταθώ ιδιαίτερα στις άμεσες παρεμβάσεις που κάνουμε στα λεωφορεία μας. Μέχρι τις αρχές του επόμενου χρόνου, σχεδιάζουμε να παραδώσουμε σε Αθήνα και Θεσσαλονίκη τα πρώτα καινούργια 250 ηλεκτροκίνητα λεωφορεία. Σε πρώτη φάση θα αντικαταστήσουν τα παλαιότερα λεωφορεία, αναβαθμίζοντας την ποιότητα της παρεχόμενης υπηρεσίας για τον πολίτη.

Ταυτόχρονα προχωράμε στην υλοποίηση σημαντικών έργων υποδομής τα οποία έχουν ήδη δρομολογηθεί, όπως οι εναπομείναντες μεγάλοι οδικοί άξονες Πάτρα-Πύργος, Ε65 και ο εμβληματικός Βόρειος Οδικός Άξονας της Κρήτης. Αλλά φυσικά και υποδομών που έχουν να κάνουν με τις μαζικές μεταφορές όπως το Μετρό της Θεσσαλονίκης και η νέα Γραμμή 4 του Μετρό της Αθήνας."
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Περιβάλλοντος και Ενέργειας,"Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Περιβάλλοντος και Ενέργειας

Θέλω να ευχαριστήσω όλα τα στελέχη του κρατικού μηχανισμού, την Πυροσβεστική, την Αστυνομία, τις Ένοπλες Δυνάμεις, το προσωπικό των Δήμων, αλλά και στους χιλιάδες εθελοντές μας, για την υπεράνθρωπη προσπάθεια την οποία κατέβαλαν τις τελευταίες μέρες. Η καταγραφή των ζημιών έχει ήδη ξεκινήσει και θα κινηθούμε με πολύ πιο γρήγορους ρυθμούς απ’ ό,τι στο παρελθόν, ώστε να μπορούν όσοι επλήγησαν από τις πυρκαγιές να ξαναφτιάξουν τα σπίτια τους και να ξαναβάλουν τη ζωή τους σε μία τάξη.

Σύντομα θα κάνουμε συγκεκριμένες εξαγγελίες ως προς τη δασική μας πολιτική. Παράλληλα, σχεδιάζουμε την αναδιάταξη των διαθέσιμων πόρων για αναδασώσεις, αλλά και για προληπτικές παρεμβάσεις, με σκοπό να έχουμε ένα ακόμα πιο επικαιροποιημένο σχέδιο προστασίας των περιαστικών δασών της Αττικής, τα οποία είναι τόσο σημαντικά για το μικροκλίμα της πρωτεύουσας."
Η συνάντηση με τον Πρόεδρο Erdogan ήταν μία ευκαιρία για επανεκκίνηση στις ελληνοτουρκικές σχέσεις,"Η συνάντηση με τον Πρόεδρο Erdogan ήταν μία ευκαιρία για επανεκκίνηση στις ελληνοτουρκικές σχέσεις

Η συνάντηση με τον Πρόεδρο Erdogan ήταν μία ευκαιρία για μία επανεκκίνηση στις ελληνοτουρκικές σχέσεις μετά από τέσσερα δύσκολα χρόνια. Ελπίζω ότι αυτή η πολιτική θα έχει συνέπεια, συνέχεια και διάρκεια και θα μπορέσουμε να οικοδομήσουμε ένα πλαίσιο βελτίωσης των σχέσεών μας."
Κυριάκος Μητσοτάκης: Στόχος οι 200 βουλευτές στο νομοσχέδιο για την ψήφο των απόδημων,"Κυριάκος Μητσοτάκης: Στόχος οι 200 βουλευτές στο νομοσχέδιο για την ψήφο των απόδημων

Είναι συμβολικό, αλλά και πολύ ουσιαστικό το γεγονός ότι το πρώτο νομοσχέδιο που καλούμαστε να ψηφίσουμε, ως νέα Βουλή, αφορά την άρση όλων των περιορισμών και τη δυνατότητα των συμπολιτών μας που κατοικούν στο εξωτερικό να συμμετέχουν σε ευρωεκλογές και εθνικές εκλογές."
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Εσωτερικών,"Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Εσωτερικών

Είναι συμβολικό, αλλά και πολύ ουσιαστικό το γεγονός ότι το πρώτο νομοσχέδιο που καλούμαστε να ψηφίσουμε, ως νέα Βουλή, αφορά την άρση όλων των περιορισμών και τη δυνατότητα των συμπολιτών μας που κατοικούν στο εξωτερικό να συμμετέχουν σε ευρωεκλογές και εθνικές εκλογές."
Κυριάκος Μητσοτάκης: Άφιξη στη Σύνοδο Κορυφής του ΝΑΤΟ στο Βίλνιους,"Κυριάκος Μητσοτάκης: Άφιξη στη Σύνοδο Κορυφής του ΝΑΤΟ στο Βίλνιους

Θέλω να χαιρετίσω την επί της αρχής απόφαση της Τουρκίας και του Προέδρου Erdogan να δεχθεί στους κόλπους της Συμμαχίας τη Σουηδία. Και εύχομαι πολύ σύντομα και επίσημα η φίλη Σουηδία να αποτελέσει το 32ο μέλος της Συμμαχίας μας. 

Θα έχω την ευκαιρία να συναντηθώ αύριο κατ’ ιδίαν με τον Πρόεδρο Erdogan, στην πρώτη συνάντησή μας μετά τη διπλή εκλογική μας επικράτηση. Πιστεύω ότι και οι δύο, με μία ισχυρή λαϊκή εντολή, μπορούμε να κάνουμε ένα πρώτο βήμα επανεκκίνησης των σχέσεων Ελλάδας και Τουρκίας."
"Δηλώσεις του Πρωθυπουργού, Κυριάκου Μητσοτάκη με τον Πρωθυπουργό της Λετονίας, Krišjānis Kariņš","Δηλώσεις του Πρωθυπουργού, Κυριάκου Μητσοτάκη με τον Πρωθυπουργό της Λετονίας, Krišjānis Kariņš"
Κυριάκος Μητσοτάκης: Κατάργηση των εμποδίων για την ψήφο των Ελλήνων του εξωτερικού,Κυριάκος Μητσοτάκης: Κατάργηση των εμποδίων για την ψήφο των Ελλήνων του εξωτερικού
Κυριάκος Μητσοτάκης: 10 υποσχέσεις που θα τηρήσω & 1 που θα σπάσω,Κυριάκος Μητσοτάκης: 10 υποσχέσεις που θα τηρήσω & 1 που θα σπάσω
Κυριάκος Μητσοτάκης: Επίσκεψη στο υπό ανακατασκευή κτίριο του «Μινιόν»,Κυριάκος Μητσοτάκης: Επίσκεψη στο υπό ανακατασκευή κτίριο του «Μινιόν»
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Κλιματικής Κρίσης και Πολιτικής Προστασίας,Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Κλιματικής Κρίσης και Πολιτικής Προστασίας
Κυριάκος Μητσοτάκης: Μόνο επιμονή και σκληρή δουλειά,Κυριάκος Μητσοτάκης: Μόνο επιμονή και σκληρή δουλειά
Κυριάκος Μητσοτάκης: Προγραμματικές Δηλώσεις της Κυβέρνησης,"Κυριάκος Μητσοτάκης: Προγραμματικές Δηλώσεις της Κυβέρνησης

Oμιλία του Πρωθυπουργού Κυριάκου Μητσοτάκη στη Βουλή, στη συζήτηση για τις Προγραμματικές Δηλώσεις της Κυβέρνησης."
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Υγείας,"Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Υγείας

Σήμερα στο Υπουργείο Υγείας είχαμε μια πολύ παραγωγική πρώτη σύσκεψη με τη νέα ηγεσία. 

Συζητήσαμε βεβαίως και την αντιμετώπιση κατεπειγόντων θεμάτων, όπως το ζήτημα της λειτουργίας του ΕΚΑΒ.  Προχωράμε άμεσα στην έκδοση Πράξης Νομοθετικού Περιεχομένου, η οποία θέτει στη δυνατότητα του Υπουργείου Υγείας, μέσω του ΕΚΑΒ, την αξιοποίηση στελεχιακού δυναμικού της Πυροσβεστικής και των Ενόπλων Δυνάμεων. Έτσι ώστε να καλύψουμε άμεσα ανάγκες στελέχωσης των ασθενοφόρων μας.

Έχουμε αναλάβει όλοι μαζί ένα μεγάλο εθνικό στοίχημα: η χώρα να αποκτήσει ένα Εθνικό Σύστημα Υγείας αντάξιο των προσδοκιών των Ελλήνων πολιτών. Και θα το πετύχουμε."
Κυριάκος Μητσοτάκης: Συνέντευξη μετά την ολοκλήρωση των εργασιών του Ευρωπαϊκού Συμβουλίου,"Κυριάκος Μητσοτάκης: Συνέντευξη μετά την ολοκλήρωση των εργασιών του Ευρωπαϊκού Συμβουλίου

Συνέντευξη Τύπου του Πρωθυπουργού Κυριάκου Μητσοτάκη μετά την ολοκλήρωση των εργασιών του Ευρωπαϊκού Συμβουλίου στις Βρυξέλλες."
Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Εθνικής Οικονομίας και Οικονομικών,Κυριάκος Μητσοτάκης: Επίσκεψη στο Υπουργείο Εθνικής Οικονομίας και Οικονομικών
Κυριάκος Μητσοτάκης: τι είναι ο μπλε φάκελος;,Κυριάκος Μητσοτάκης: τι είναι ο μπλε φάκελος;
Δήλωση Κυριάκου Μητσοτάκη σε πολίτες που συγκεντρώθηκαν έξω από τα κεντρικά γραφεία της ΝΔ,Δήλωση Κυριάκου Μητσοτάκη σε πολίτες που συγκεντρώθηκαν έξω από τα κεντρικά γραφεία της ΝΔ
Δήλωση του Προέδρου της Νέας Δημοκρατίας Κυριάκου Μητσοτάκη για το αποτέλεσμα των εθνικών εκλογών,Δήλωση του Προέδρου της Νέας Δημοκρατίας Κυριάκου Μητσοτάκη για το αποτέλεσμα των εθνικών εκλογών
Κυριάκος Μητσοτάκης: Το όραμά μου για την Ελλάδα,"Κυριάκος Μητσοτάκης: Το όραμά μου για την Ελλάδα

Όραμά μου είναι η πραγματική σύγκλιση της πατρίδας μας με την Ευρώπη. Μια Ελλάδα με καλύτερους μισθούς και λιγότερες ανισότητες. Μια Ελλάδα στην οποία κάθε συμπολίτης μας θα μπορεί να ελπίζει ότι τα παιδιά του θα έχουν ένα καλύτερο αύριο."
Κυριάκος Μητσοτάκης: Η πολιτική πρέπει να λύνει τα προβλήματα,"Κυριάκος Μητσοτάκης: Η πολιτική πρέπει να λύνει τα προβλήματα

Μία πολιτική που λύνει το πρόβλημα της απονομής των συντάξεων στην ώρα τους ή τα προγράμματα πρόληψης για τις γυναίκες για τον καρκίνο του μαστού, δεν είναι ούτε κεντρώα, ούτε δεξιά, ούτε αριστερά. Είναι προοδευτικές πολιτικές που αφορούν όλους τους συμπολίτες μας."
Συνέντευξη Κυριάκου Μητσοτάκη στο κεντρικό δελτίο ειδήσεων του ΑΝΤ1,Συνέντευξη Κυριάκου Μητσοτάκη στο κεντρικό δελτίο ειδήσεων του ΑΝΤ1
"Κυριάκος Μητσοτάκης: αυτό το βίντεο είναι ο ορισμός του ""Watch till the end""","Κυριάκος Μητσοτάκης: αυτό το βίντεο είναι ο ορισμός του ""Watch till the end"""
Συνέντευξη Κυριάκου Μητσοτάκη στο κεντρικό δελτίο ειδήσεων του IONIAN TV,Συνέντευξη Κυριάκου Μητσοτάκη στο κεντρικό δελτίο ειδήσεων του IONIAN TV
Κυριάκος Μητσοτάκης: Θέλουμε να διαλύσουμε το ΕΣΥ;,Κυριάκος Μητσοτάκης: Θέλουμε να διαλύσουμε το ΕΣΥ;
Κυριάκος Μητσοτάκης: Η αναμόρφωση του ΕΣΥ αποτελεί το μεγαλύτερο στοίχημα της δεύτερης 4ετίας,"Κυριάκος Μητσοτάκης: Η αναμόρφωση του ΕΣΥ αποτελεί το μεγαλύτερο στοίχημα της δεύτερης 4ετίας

Η αναμόρφωση του ΕΣΥ αποτελεί το μεγαλύτερο στοίχημα της δεύτερης 4ετίας. Δίνουμε μεγάλη έμφαση στην αναμόρφωση των Τμημάτων Επειγόντων Περιστατικών των νοσοκομείων και στη ριζική ανακαίνιση 156 κέντρων υγείας. Ενώ θα προχωρήσουμε σε 10.000 προσλήψεις γιατρών και νοσηλευτών."
Διακαναλική συνέντευξη του Προέδρου της Νέας Δημοκρατίας Κυριάκου Μητσοτάκη,Διακαναλική συνέντευξη του Προέδρου της Νέας Δημοκρατίας Κυριάκου Μητσοτάκη
Κυριάκος Μητσοτάκης: Συνολική αναδιάρθρωση του ΕΚΑΒ με ενίσχυση προσωπικού και νέες υπηρεσίες,"Κυριάκος Μητσοτάκης: Συνολική αναδιάρθρωση του ΕΚΑΒ με ενίσχυση προσωπικού και νέες υπηρεσίες

Το ΕΚΑΒ χρειάζεται μία συνολική αναδιάρθρωση. Αυτό θα το πετύχουμε με σημαντική ενίσχυση του προσωπικού, αλλά και με καινούργιες δυνατότητες, όπως οι 6 βάσεις ελικοπτέρων για γρήγορες διακομιδές. Μία πολύ σημαντική νέα υπηρεσία που έχουμε ήδη δρομολογήσει."
Κυριάκος Μητσοτάκης: Η Ελλάδα προχωράει και δεν αφήνει κανέναν πίσω,"Κυριάκος Μητσοτάκης: Η Ελλάδα προχωράει και δεν αφήνει κανέναν πίσω

Αντί του κλασικού δεκάλεπτου με τις προγραμματικές μας θέσεις, επιλέξαμε να δώσουμε έμφαση σε μία ανθρώπινη ιστορία που αναδεικνύει την Ελλάδα που αλλάζει. Την Ελλάδα που προχωράει και δεν αφήνει κανέναν πίσω. Την Ελλάδα που θέλουμε. 

Ολόκληρη η συζήτησή μου με τον κ. Κώστα εδώ: https://lnkd.in/dq8ZdiBU"
Κυριάκος Μητσοτάκης: 13 ημέρες για τις εκλογές S2E2,Κυριάκος Μητσοτάκης: 13 ημέρες για τις εκλογές S2E2
Κυριάκος Μητσοτάκης: Η Ελλάδα προχωράει και δεν αφήνει κανέναν πίσω,"Κυριάκος Μητσοτάκης: Η Ελλάδα προχωράει και δεν αφήνει κανέναν πίσω

Αντί του κλασικού δεκάλεπτου με τις προγραμματικές μας θέσεις, επιλέξαμε να δώσουμε έμφαση σε μία ανθρώπινη ιστορία που αναδεικνύει την Ελλάδα που αλλάζει. Την Ελλάδα που προχωράει και δεν αφήνει κανέναν πίσω. Την Ελλάδα που θέλουμε."
Κυριάκος Μητσοτάκης: Το δημογραφικό βρίσκεται στο επίκεντρο των πολιτικών μας,"Κυριάκος Μητσοτάκης: Το δημογραφικό βρίσκεται στο επίκεντρο των πολιτικών μας

Είναι πολύ σημαντικό να μπορούμε να στηρίξουμε τις οικογένειες με παιδιά. Με την αύξηση του οικογενειακού επιδόματος στο δημόσιο, με €2.000 για τη γέννηση κάθε παιδιού. Με προγράμματα όπως οι «Νταντάδες της Γειτονιάς»."
Κυριάκος Μητσοτάκης: Ένα μήνυμα για το Athens Pride,Κυριάκος Μητσοτάκης: Ένα μήνυμα για το Athens Pride
Η αναβάθμιση του ΕΣΥ αποτελεί βασική μας προτεραιότητα για την επόμενη τετραετία,"Η αναβάθμιση του ΕΣΥ αποτελεί βασική μας προτεραιότητα για την επόμενη τετραετία

Η αναβάθμιση του ΕΣΥ αποτελεί βασική μας προτεραιότητα για την επόμενη τετραετία. Θέλουμε ένα σύγχρονο Εθνικό Σύστημα Υγείας με περισσότερο προσωπικό, με ενίσχυση των πρωτοβάθμιων δομών και των νοσοκομείων μας, με επέκταση των προληπτικών εξετάσεων για όλους τους συμπολίτες μας."
Κυριάκος Μητσοτάκης: Στις 25 Ιουνίου συνεχίζουμε όλοι μαζί,"Κυριάκος Μητσοτάκης: Στις 25 Ιουνίου συνεχίζουμε όλοι μαζί  

Στις 25 Ιουνίου συνεχίζουμε όλοι μαζί. Για μια Ελλάδα με καλύτερους μισθούς και λιγότερες ανισότητες."
Κυριάκος Μητσοτάκης: Πως θα στηρίξουμε τις μικρομεσαίες επιχειρήσεις,"Κυριάκος Μητσοτάκης: Πως θα στηρίξουμε τις μικρομεσαίες επιχειρήσεις

Πάτα εδώ @JUDAH CLUB για να δεις ολόκληρο το βίντεο της ερώτησης!"
Στις 25 Ιουνίου ζητώ ισχυρή εντολή για να κάνουμε πράξη τις δεσμεύσεις μας,"Στις 25 Ιουνίου ζητώ ισχυρή εντολή για να κάνουμε πράξη τις δεσμεύσεις μας

Στις 21 Μαΐου έγινε το πρώτο βήμα. Όμως τίποτα δεν έχει κριθεί. Στις 25 Ιουνίου ζητώ ισχυρή εντολή για να κάνουμε πράξη τις δεσμεύσεις μας.

Για να συνεχίσουμε όλοι μαζί σταθερά, τολμηρά, μπροστά, για την αυτοδύναμη Ελλάδα!"
Κυριάκος Μητσοτάκης: Behind the Scenes Season 2,Κυριάκος Μητσοτάκης: Behind the Scenes Season 2
Κυριάκος Μητσοτάκης: Θετικός στον Covid-19,Κυριάκος Μητσοτάκης: Θετικός στον Covid-19
Στεκόμαστε δίπλα στους πιο αδύναμους συμπολίτες μας,"Στεκόμαστε δίπλα στους πιο αδύναμους συμπολίτες μας 

Πρώτα και πάνω απ’ όλα στεκόμαστε δίπλα στους πιο αδύναμους συμπολίτες μας και θέλουμε να δίνουμε σε όλους τις ίδιες ευκαιρίες να μπορούν να διακριθούν. Αυτό είναι για εμάς προοδευτική πολιτική."
Κυριάκος Μητσοτάκης: Ένα βίντεο που ΔΕΝ σας εύχομαι καλή επιτυχία!,Κυριάκος Μητσοτάκης: Ένα βίντεο που ΔΕΝ σας εύχομαι καλή επιτυχία!
Κυριάκος Μητσοτάκης: Adopt don't shop,Κυριάκος Μητσοτάκης: Adopt don't shop
Κυριάκος Μητσοτάκης: Θέλουμε εξωστρεφή και σύγχρονα πανεπιστήμια,"Θέλουμε εξωστρεφή και σύγχρονα πανεπιστήμια

Έχουμε ήδη ψηφίσει νόμο-πλαίσιο που δίνει στα δημόσια ΑΕΙ μεγαλύτερη ευελιξία. Έχουμε πετύχει τη σύνδεσή τους με την αγορά εργασίας και τη συνεργασία τους με ξένα πανεπιστήμια."
Κυριάκος Μητσοτάκης: Η Ελλάδα που οραματιζόμαστε δεν αφήνει κανέναν πίσω,Κυριάκος Μητσοτάκης: Η Ελλάδα που οραματιζόμαστε δεν αφήνει κανέναν πίσω
"Κυριάκος Μητσοτάκης: Βόλτα στη γειτονιά μας, στο Μοσχάτο","Κυριάκος Μητσοτάκης: Βόλτα στη γειτονιά μας, στο Μοσχάτο

Επιστροφή στη γειτονιά μας, στο Μοσχάτο. Σας ευχαριστώ όλους από καρδιάς για τη στήριξή σας! Συνεχίζουμε με περισσότερη αποφασιστικότητα, περισσότερη δουλειά, για την Ελλάδα που αξίζουμε!"
Κυριάκος Μητσοτάκης: Πάμε απ' την αρχή,Κυριάκος Μητσοτάκης: Πάμε απ' την αρχή
Κυριάκος Μητσοτάκης: Round 2,Κυριάκος Μητσοτάκης: Round 2
Κυριάκος Μητσοτάκης: Δήλωση μετά την άσκηση του εκλογικού δικαιώματος,"Κυριάκος Μητσοτάκης: Δήλωση μετά την άσκηση του εκλογικού δικαιώματος

Οι εκλογές είναι η γιορτή της δημοκρατίας. Και σήμερα ψηφίζουμε για το μέλλον μας. Για καλύτερους μισθούς, περισσότερες και καλύτερες δουλειές. Για ένα πιο αποτελεσματικό ΕΣΥ, για μία κοινωνία με λιγότερες ανισότητες, για μία πατρίδα πιο ισχυρή. Kαλή ψήφο σε όλες και όλους!"
Κυριάκος Μητσοτάκης: 3 και σήμερα,Κυριάκος Μητσοτάκης: 3 και σήμερα
"Κυριάκος Μητσοτάκης: Memes για το μετρό Θεσσαλονίκης, θα μας λείψετε","Κυριάκος Μητσοτάκης: Memes για το μετρό Θεσσαλονίκης, θα μας λείψετε"
