Title,Description
Κυριάκος Μητσοτάκης: Τι γίνεται στις Βρυξέλλες;,Κυριάκος Μητσοτάκης: Τι γίνεται στις Βρυξέλλες;
Κυριάκος Μητσοτάκης: Με τον Francis Fukuyama στο 27ο Συνέδριο Economist Government Roundtable,Κυριάκος Μητσοτάκης: Με τον Francis Fukuyama στο 27ο Συνέδριο Economist Government Roundtable
Κυριάκος Μητσοτάκης: Για την Εθνική Επέτειο της 28ης Οκτωβρίου,"Κυριάκος Μητσοτάκης: Για την Εθνική Επέτειο της 28ης Οκτωβρίου

Ημέρα μνήμης, τιμής και υπερηφάνειας η σημερινή. Η σκέψη μας γυρίζει 83 χρόνια πίσω, σε αυτούς που είπαν το μεγάλο «ΟΧΙ», στα νέα παιδιά που πολέμησαν στα βουνά της Πίνδου και της Αλβανίας.

Αυτή η ενότητα του ελληνικού λαού, η οποία επιδείχθηκε με τόση αυταπάρνηση πριν από 83 χρόνια, πρέπει να αποτελεί πάντα τον οδηγό για το μέλλον, για τον τρόπο με τον οποίον η χώρα μας θα αντιμετωπίζει κάθε δυσκολία και θα εξέρχεται από κάθε κρίση ισχυρότερη."
Κ. Μητσοτάκης: Δηλώσεις μου μετά την ολοκλήρωση των εργασιών της Συνόδου του Ευρωπαϊκού Συμβουλίου,"Κ. Μητσοτάκης: Δηλώσεις μου μετά την ολοκλήρωση των εργασιών της Συνόδου του Ευρωπαϊκού Συμβουλίου

Στη Σύνοδο του Ευρωπαϊκού Συμβουλίου στις Βρυξέλλες κάναμε μία πρώτη συζήτηση για την αναθεώρηση του Πολυετούς Δημοσιονομικού Πλαισίου. Χρειαζόμαστε πρόσθετους πόρους για το μεταναστευτικό, αλλά και για το Ταμείο Αλληλεγγύης για τη στήριξη χωρών που έχουν πληγεί από φυσικές καταστροφές.

Θέλω, επίσης, να εκφράσω την ικανοποίησή μου για το γεγονός στο Euro Summit που πραγματοποιήθηκε και αυτό σήμερα, τόσο η Πρόεδρος της Ευρωπαϊκής Κεντρικής Τράπεζας, όσο και ο Πρόεδρος του Eurogroup, αλλά και η Πρόεδρος της Επιτροπής, εκφράστηκαν με πολύ κολακευτικά λόγια για την πρόοδο της ελληνικής οικονομίας.

Αυτή είναι μία αναγνώριση της μεγάλης προσπάθειας που έχει καταβάλει η χώρα μας, μια προσπάθεια όλου του ελληνικού λαού. Και βέβαια, αυτό έχει να κάνει και με την επισημοποίηση αυτής της προόδου με την ανάκτηση της επενδυτικής βαθμίδας"
Κυριάκος Μητσοτάκης: Στη συνεδρίαση της Συμβουλευτικής Επιτροπής για την Τεχνητή Νοημοσύνη,Κυριάκος Μητσοτάκης: Στη συνεδρίαση της Συμβουλευτικής Επιτροπής για την Τεχνητή Νοημοσύνη
Κυριάκος Μητσοτάκης: Σήμερα εγώ δεν θα σας πω τίποτα,Κυριάκος Μητσοτάκης: Σήμερα εγώ δεν θα σας πω τίποτα
Κυριάκος Μητσοτάκης: Συζήτηση με αφορμή την Παγκόσμια Ημέρα κατά του Καρκίνου του μαστού,Κυριάκος Μητσοτάκης: Συζήτηση με αφορμή την Παγκόσμια Ημέρα κατά του Καρκίνου του μαστού
Κυριάκος Μητσοτάκης: Για τον τρόπο επιλογής διοικήσεων στα νοσοκομεία,Κυριάκος Μητσοτάκης: Για τον τρόπο επιλογής διοικήσεων στα νοσοκομεία
Κυριάκος Μητσοτάκης: Με τον Πρωθυπουργό του Ισραήλ Benjamin Netanyahu,"Κυριάκος Μητσοτάκης: Με τον Πρωθυπουργό του Ισραήλ Benjamin Netanyahu

Συναντήθηκα σήμερα στην Ιερουσαλήμ με τον Πρωθυπουργό του Ισραήλ, Benjamin Netanyahu και εξέφρασα τον αποτροπιασμό και την οδύνη μου για τις τρομοκρατικές επιθέσεις της Χαμάς εναντίον του Ισραήλ.

Η Ελλάδα από την πρώτη στιγμή υποστήριξε το δικαίωμα του Ισραήλ στην αυτοάμυνα, σύμφωνα με το Διεθνές Δίκαιο.

Επανέλαβα επίσης την ανάγκη προστασίας των αμάχων, της απελευθέρωσης των Ισραηλινών που κρατούνται όμηροι από τη Χαμάς και της αποφυγής μιας ανθρωπιστικής κρίσης."
Κυριάκος Μητσοτάκης: Η απάντηση μου για το ΕΣΥ στον John Rambofmm!,Κυριάκος Μητσοτάκης: Η απάντηση μου για το ΕΣΥ στον John Rambofmm!
Κυριάκος Μητσοτάκης: Στη «Σύνοδο Κορυφής του Καΐρου» για τις εξελίξεις στη Μέση Ανατολή,Κυριάκος Μητσοτάκης: Στη «Σύνοδο Κορυφής του Καΐρου» για τις εξελίξεις στη Μέση Ανατολή
Κυριάκος Μητσοτάκης: Στην έδρα της Περιφέρειας Ηπείρου,Κυριάκος Μητσοτάκης: Στην έδρα της Περιφέρειας Ηπείρου
Κυριάκος Μητσοτάκης: Δηλώσεις με την Πρόεδρο της Δημοκρατίας Κατερίνα Σακελλαροπούλου,Κυριάκος Μητσοτάκης: Δηλώσεις με την Πρόεδρο της Δημοκρατίας Κατερίνα Σακελλαροπούλου
Κυριάκος Μητσοτάκης: Συνεχίζουμε τις μεγάλες αλλαγές που χρειάζεται η χώρα,"Κυριάκος Μητσοτάκης: Συνεχίζουμε τις μεγάλες αλλαγές που χρειάζεται η χώρα

Το Υπουργικό Συμβούλιο συνεδριάζει σήμερα σε μία πολύ δύσκολη συγκυρία κατά την οποία, στην ευρύτερη γειτονιά μας, απλώνονται μεγάλοι κίνδυνοι. Θέλω να εκφράσω την οδύνη και τον αποτροπιασμό μου για την επίθεση σε νοσοκομείο της Γάζας και την άμεση ανάγκη να διερευνηθεί ακριβώς το τι έχει συμβεί. Όπως επανέλαβα και στο χθεσινό έκτακτο Ευρωπαϊκό Συμβούλιο, η Ελλάδα αναγνωρίζει το δικαίωμα του Ισραήλ στην αυτοάμυνα, πάντα όμως με σεβασμό στο Διεθνές Δίκαιο.

Στο πλούσιο αντικείμενο της σημερινής μας ατζέντας περιλαμβάνονται πολλά παράλληλα μέτρα: η ενίσχυση του εισοδήματος των συνταξιούχων, η ανακούφιση των δανειοληπτών, σημαντικές παρεμβάσεις που γίνονται στην υγεία, η διάθεση κονδυλίων για την αποκατάσταση ζημιών που έφεραν οι θεομηνίες, η αποτελεσματικότερη διαχείριση των δασών. Όλα αυτά αποτελούν εκφάνσεις του πολυδύναμου εκσυγχρονισμού, ο οποίος παραμένει η πυξίδα μας."
Κυριάκος Μητσοτάκης: Στο συνέδριο «Δημογραφικό 2023 - Ώρα για δράση»,Κυριάκος Μητσοτάκης: Στο συνέδριο «Δημογραφικό 2023 - Ώρα για δράση»
