Title,Description
Οι «ΣΠΑΡΤΙΑΤΕΣ» στον εορτασμό της ημέρας Πολύτεκνης Οικογένειας στον Ι. Ν. Κοιμήσεως της Θεοτόκου,Αργυρούπολη 05/11/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β' Θεσσαλονίκης, Π. Δημητριάδη, στον Υπουργό Μετανάστευσης και Ασύλου",06/11/2023
"Τοποθέτηση του Βουλευτή Α' Ανατολικής Αττικής, Ιωάννη Δημητροκάλλη, στην Επιτροπή Παραγωγής",03/11/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ»,  Βασίλης  Στίγκας, στην «Πρωϊνή Ζώνη» του ACTION 24",01/11/2023
"Αναφορά του Προέδρου των «ΣΠΑΡΤΙΑΤΩΝ», Β. Στίγκα, για την επίθεση στην οικία του Ι. Δημητροκάλλη",01/11/2023
"Ο Βουλευτής Αιτωλοακαρνανίας, Διονύσιος Βαλτογιάννης, στην Επιτροπή Οδικής Ασφάλειας",31/10/2023
"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, για το Σ/Ν του Υπουργείου Εσωτερικών",01/11/2023
"Τοποθέτηση του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για το Σ/Ν του ΥΠΕΣ",02/11/2023
"Τοποθέτηση του Βουλευτή Ηρακλείου, Μιχαήλ Γαυγιωτάκη, για το Σχέδιο Νόμου του Υπουργείου Υγείας",02/11/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Β. Στίγκας, στην εκπομπή «ΑΡΕΝΑ» στον ΑΝΤ1 TV απαντάει στους σκευωρούς",01/11/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, στην εκπομπή «Παρέμβαση» στο Metropolis Radio 95.5",28/10/2023
"Τοποθέτηση του Προέδρου της Κ.Ο. «ΣΠΑΡΤΙΑΤΩΝ», Βασίλειου Στίγκα, για το Σχέδιο Νόμου του ΥΠΕΣ",01/11/2023
"Τοποθέτηση Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη για το Σχέδιο Νόμου του Υπουργείου Εσωτερικών",01/11/2023
"Ο Βουλευτής Ηρακλείου, Μιχαήλ Γαυγιωτάκης, στη Διαρκή Επιτροπή Κοινωνικών Υποθέσεων",31/10/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην Διαρκή Επιτροπή Δημόσιας Διοίκησης & Τάξης",31/10/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην Ειδική Διαρκή Επιτροπή Ευρωπαϊκών Υποθέσεων",31/10/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην Επιτροπή Δημόσιας Διοίκησης & Τάξης",31/10/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β1' Β. Τομέα Αθηνών, Χ. Κατσιβαρδά, στον Υφυπουργό παρά τω Πρωθυπουργώ",27/10/2023
"Ο Βουλευτής Β1' Βορείου Τομέα Αθηνών, Χ. Κατσιβαρδάς, στην εκπομπή «Πρωινή Επισκόπηση»  (ΒΟΥΛΗ TV)",28/10/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη στον Υπουργό Προστασίας του Πολίτη",30/10/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β' Πειραιώς, Αλέξανδρου Ζερβέα, στον Υπουργό Προστασίας του Πολίτη",30/10/2023
"Επίκαιρη Ερώτηση του Προέδρου της Κ.Ο., Βασίλη Στίγκα, προς τον Υπουργό Μετανάστευσης και Ασύλου",30/10/2023
Με παλμό και ενθουσιασμό οι «ΣΠΑΡΤΙΑΤΕΣ» δίπλα στη νέα γενιά στις παρελάσεις για την 28η Οκτωβρίου,28/10/2023
"«ΣΠΑΡΤΙΑΤΕΣ»: Διπλή εορτή της Θεσσαλονίκης - Ο Πρόεδρος, Βασίλειος Στίγκας στον Ι.Ν. Αγίου Δημητρίου",26/10/2023
"Ο Βουλευτής Β1' Βορείου Τομέα Αθηνών, Χαράλαμπος Κατσιβαρδάς, για το Σ/Ν του Υπουργείου Πολιτισμού",26/10/2023
"Τοποθέτηση Βουλευτή Α΄Ανατολικής Αττικής, Ιωάννη Δημητροκάλλη, για το Σ/Ν του Υπουργείου Τουρισμού",26/10/2023
"Ο Βουλευτής Ηρακλείου, Μιχαήλ Γαυγιωτάκης, στην Διαρκή Επιτροπή Κοινωνικών Υποθέσεων",25/10/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Β. Στίγκας, στην Ολομέλεια για την ανυπαρξία του ΥΠΕΞ στα Εθνικά θέματα",25/10/2023
"Ο Βουλευτής Ηρακλείου, Μιχαήλ Γαυγιωτάκης, στην Επιτροπή Καταπολέμησης της Εμπορίας Ανθρώπων",25/10/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στη διαρκή Επιτροπή Οικονομικών Υποθέσεων",24/10/2023
"Ο Βουλευτής Β1' Βορείου Τομέα Αθηνών, Χ. Κατσιβαρδάς, στην      Επιτροπή Μορφωτικών Υποθέσων",24/10/2023
"Ο Βουλευτής Α' Ανατολικής Αττικής, Ιωάννης Δημητροκάλλης, στην Επιτροπή Παραγωγής και Εμπορίου",24/10/2023
"Ο Βουλευτής Α' Ανατολικής Αττικής, Ιωάννης Δημητροκάλλης, στην Επιτροπή Παραγωγής και Εμπορίου",23/10/2023
"Ο Βουλευτής Β2' Δυτικού Τομέα Αθηνών, Γεώργιος Μανούσος, στην Επιτροπή Έρευνας και Τεχνολογίας",19/10/2023
"Ο Βουλευτής Ηρακλείου, Μ. Γαυγιωτάκης στο πλευρό των πολιτών της Επισκοπής, για το κλείσιμο των ΕΛΤΑ","Αγανάκτηση έχει προκαλέσει η απόφαση της διοίκησης των Ελληνικών Ταχυδρομείων να κλείσει αρκετά υποκαταστήματα -μεταξύ αυτών- και της Επισκοπής του Δήμου Χερσονήσου, με αιτιολογία το υψηλό κόστος λειτουργίας.
Οι κάτοικοι από την πλευρά τους, δηλώνουν πως μια τέτοια απόφαση απαξιώνει την ποιότητα ζωής τους, η οποία ολοένα και υποβαθμίζεται.
Στη συγκέντρωση διαμαρτυρίας το πρωί της Παρασκευής 20 Οκτωβρίου 2023 βρέθηκε ο μάχιμος βουλευτής των «ΣΠΑΡΤΙΑΤΩΝ», Μιχάλης Γαυγιωτάκης, όπου συνομίλησε όχι μόνο με τους κατοίκους της Επισκοπής αλλά και των γύρω περιοχών, όπου εξυπηρετούνταν από το εν λόγω κατάστημα. 

Σημαντικό να αναφέρουμε είναι πως πλέον το πλησιέστερο κατάστημα ΕΛ.ΤΑ βρίσκεται εικοσιπέντε λεπτά μακριά από την Επισκοπή."
"Ο Βουλευτής Β' Θεσσαλονίκης, Πέτρος Δημητριάδης, στην εκπομπή «Τι λέει ο Νόμος» (Κανάλι της Βουλής)",19/10/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β' Πειραιώς, Α. Ζερβέα, στον ΥΠΕΞ, για κρυφή συμφωνία με την Τουρκία",20/10/2023
"Τοποθέτηση του Βουλευτή Α' Αθηνών, Θανάση Χαλκιά, στην Διαρκή Επιτροπή Οικονομικών Υποθέσεων",19/10/2023
"Τοποθέτηση του Βουλευτή Αιτωλοακαρνανίας, Δ. Βαλτογιάννη, στην Ειδική Επιτροπή Οδικής Ασφαλείας",18/10/2023
"Ομιλία του Βουλευτή Αιτωλοακαρνανίας, Διονύση Βαλτογιάννη, για το Σ/Ν του Υπουργείου Υποδομών",19/10/2023
"Τοποθέτηση του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, στην Επιτροπή Οικονομικών Υποθέσεων",18/10/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Β. Στίγκας, στο Α.Τ.  Καλλιθέας: Αξίζουν συγχαρητήρια για το έργο τους!",19/10/2023
"Ομιλία Βουλευτή Β1' Βορείου Τομέα Αθηνών, Χ. Κατσιβαρδά, για πλειστηριασμούς και δικαιώματα πολιτών",18/10/2023
"Ομιλία Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για το Σ/Ν του Υπουργείου Δικαιοσύνης",18/10/2023
"Επίκαιρη Ερώτηση του Βουλευτή Β1' Βορείου Τομέα Αθηνών, Χ. Κατσιβαρδά, στον Υφυπ. Δικαιοσύνης",18/10/2023
"Ο Βουλευτής Αιτωλοακαρνανίας, Διονύσιος Βαλτογιάννης, στην Επιτροπή Παραγωγής και Εμπορίου",17/10/2023
"Ο Βουλευτής Αιτωλοακαρνανίας, Διονύσιος Βαλτογιάννης, στην Επιτροπή Παραγωγής και Εμπορίου",16/10/2023
"Ο Βουλευτής Β' Θεσσαλονίκης, Π. Δημητριάδης, στην Δ. Επιτροπή Δημόσιας Διοίκησης & Δημόσιας Τάξης",17/10/23
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην Επιτροπή Ευρωπαϊκών & Οικονομικών Υποθέσεων",17/10/2023
"Ο Βουλευτής Β1' Β. Τομέα Αθηνών, Χ. Κατσιβαρδάς, στο Ετήσιο Μνημόσυνο του Μακεδονομάχου Παύλου Μελά",Πλατεία Κεφαλαρίου Κηφισιάς 15/10/2023
"Λιποχώρι Πέλλας: Ο Βουλευτής Β' Θεσσαλονίκης, Πέτρος Δημητριάδης, στην περιφερειακή τάφρο 66",15/10/2023
"Β’ γύρος Δημοτικών Εκλογών 2023 - Πρόεδρος «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας:  «Ηχηρό μήνυμα η αποχή»","Το εκλογικό του δικαίωμα άσκησε το πρωί της Κυριακής 15ης Οκτωβρίου 2023 στο 2ο Γυμνάσιο Ηλιούπολης «Δελμούζειο», ο Πρόεδρος της Κ.Ο. των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας. Ο κ. Στίγκας έφτασε γύρω στις 10:30 το πρωί στο εκλογικό κέντρο, συνοδευόμενος από συνεργάτες και στελέχη του κόμματος. Μετά την άσκηση του εκλογικού του δικαιώματος, ο Πρόεδρος μας Βασίλης Στίγκας, δήλωσε -μεταξύ άλλων- χαρακτηριστικά:
«Νομίζω ότι έφθασε η ώρα να σταματήσει η κοινή αντίληψη ότι οι τοπικοί άρχοντες θα πρέπει να έχουν εξαρτήσεις και “καπελώματα” από τις κυβερνήσεις και τα κόμματα του Κοινοβουλίου. Άλλωστε ο ελληνικός λαός την περασμένη Κυριακή έστειλε ένα ηχηρό μήνυμα με την αποχή η οποία ήταν η μεγαλύτερη από το 1974 μέχρι σήμερα…
Επομένως αυτά τα νέα δεδομένα της εποχής μας θα πρέπει να τα αξιολογήσουν οι εκάστοτε κυβερνήσεις και τα κόμματα της αντιπολίτευσης για το καλό του τόπου»."
"Ο Βουλευτής Β' Θεσσαλονίκης, Πέτρος Δημητριάδης, στην «Πρωινή Επισκόπηση» (Κανάλι της Βουλής)",13/10/2023
"«Που υπηρέτησαν οι πολιτικοί αρχηγοί» - Αναφορά στον Πρόεδρο, Βασίλη Στίγκα («Οι Δεκατιανοί» ΣΚΑΪ)",30/09/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην εκπομπή «Τι λέει ο Νόμος» στο κανάλι της Βουλής",05/10/23
Β. Στίγκας: Μακριά από κόμματα και χρώματα - Αυτή η εξάρτηση μόνο κακό κάνει στις τοπικές κοινωνίες,"Δημοτικές και Περιφερειακές εκλογές 2023: Στην Ηλιούπολη άσκησε το Εκλογικό του Δικαίωμα ο Πρόεδρος της Κ.Ο. «ΣΠΑΡΤΙΑΤΕΣ», Βασίλης Στίγκας."
"Ομιλία Βουλευτή Β1' Βορείου Τομέα Αθηνών, Χαράλαμπου Κατσιβαρδά, για το Σ/Ν Υπουργείου Εσωτερικών",03/10/23
"Ομιλία Βουλευτή Β1' Βορείου Τομέα Αθηνών, Χαράλαμπου Κατσιβαρδά, για το Σ/Ν του Υπουργείου Υγείας",04/10/23
"Δευτερολογία του Βουλευτή Α' Θεσσαλονίκης, Γιάννη Κόντη, για το Σχέδιο Νόμου του Υπουργείου Υγείας",04/10/2023
"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Γιάννη Κόντη, για το Σχέδιο Νόμου του Υπουργείου Υγείας",04/10/2023
"Η απάντηση του Προέδρου, Βασίλη Στίγκα στην αντικoινoβoυλευτική συμπεριφoρά του Κ. Βελόπουλου",04/10/23
"Ομιλία Βουλευτή Α' Αθηνών, Θανάση Χαλκιά, για το Σχέδιο Νόμου του Υπουργείου Υγείας",04/10/23
"Επίκαιρη Ερώτηση του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, στον    ΥΦΕΘΑ, Γιάννη Κεφαλογιάννη",04/10/23
"Ομιλία Βουλευτή Ηρακλείου, Μιχάλη Γαυγιωτάκη, για το Σχέδιο Νόμου του Υπουργείου Υγείας (04/10/23)",Ξεκάθαρη απάντηση στους «επαγγελματίες» συκοφάντες.
"Οι «ΣΠΑΡΤΙΑΤΕΣ» τίμησαν τον πολιούχο της Αθήνας & προστάτη των Δικαστικών, Άγιο Διονύσιο Αρεοπαγίτη","Αντιπροσωπεία των «ΣΠΑΡΤΙΑΤΩΝ» με επικεφαλής τον Πρόεδρο της Κ.Ο. του κόμματός μας, Βασίλη Στίγκα, τίμησε τη μνήμη του Πολιούχου της Πόλεως των Αθηνών και ήταν παρόντες στην Λιτανεία της Ιεράς Εικόνας του Αγίου Διονυσίου του Αρεοπαγίτου."
"Ομιλία Βουλευτή Β' Θεσσαλονίκης, Π. Δημητριάδη, για Σ.Ν. του ΥΠΕΣ - Απάντηση στις ύβρεις Βελόπουλου",03/10/23
Η απάντηση για την υβριστική επίθεση & στοχοποίηση από τον Κ. Βελόπουλο κατά των «ΣΠΑΡΤΙΑΤΩΝ»,03/10/23
"Ομιλία Βουλευτή Α' Θεσσαλονίκης, Ι. Κόντη, για το Σχέδιο Νόμου του ΥΠΕΣ - Αναφορά στους υβριστές",03/10/23
"Ομιλία Βουλευτή Ανατολικής Αττικής, Ιωάννη Δημητροκάλλη, για το Σχέδιο Νόμου του ΥΠΕΣ",03/10/23
"Ομιλία του Βουλευτή Ανατολικής Αττικής, Ιωάννη Δημητροκάλλη, στην Επιτροπή ΔΔΔΤΔ",02/10/2023
«ΣΠΑΡΤΙΑΤΕΣ» για Στέφανο Κασσελάκη: Στην κορυφή σε... likes αλλά στον... πάτο της ηθικής!,"Ο Στέφανος Κασσελάκης αναδεικνύεται από τα συστημικά Μέσα Ενημέρωσης το καυτό θέμα των τελευταίων ημερών…
Τον αντιμετωπίζουν πλέον σαν τηλεοπτικό celebrity και με κάθε τρόπο επιδιώκουν να τον βάλουν με τη βία και την ισχύ της εικόνας στα σπίτια των ελλήνων πολιτών παρουσιάζοντας όλες τις ιδιαιτερότητές του ως τα νέα ήθη της εποχής μας.
Ο αρχηγός του κόμματος της αξιωματικής αντιπολίτευσης το πρώτο Σαββατοκύριακο μετά την εκλογή του, αντί να βρεθεί δίπλα στον δοκιμαζόμενο λαό μας στις πληγείσες περιοχές, επέλεξε με το lifestyle και την ελαφρότητα που θυμίζει παίκτη ριάλιτι, να πάει για αναψυχή με τον σύντροφό του στις Σπέτσες.

Φανταστείτε, λοιπόν, σε ποιο επίπεδο γελοιότητας έχουμε φθάσει.
Τελικά έχει όρια η ξεφτίλα;"
"Επίκαιρη Ερώτηση του Βουλευτή Β' Πειραιώς, Αλέξανδρου Ζερβέα, για το «δυστύχημα» στη Λιβύη",02/10/2023
"Ομιλία Βουλευτή, Β' Θεσσαλονίκης, Πέτρου Δημητριάδη για το σχέδιο νόμου του υπουργείου Εργασίας",21/09/23
"Δευτερολογία Βουλευτή, Β' Θεσσαλονίκης, Π. Δημητριάδη για το σχέδιο νόμου του υπουργείου Εργασίας",22/09/2023
"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, στην Επιτροπή Κοινωνικών Υποθέσεων",19/09/2023
Οι «ΣΠΑΡΤΙΑΤΕΣ» στο 41ο Σπάρταθλον - Τελετή λήξης του ιστορικού υπερμαραθώνιου,"01/10/2023
Εκπρόσωπος του κόμματος «ΣΠΑΡΤΙΑΤΕΣ» στην τελετή λήξης, ο Βουλευτής Β' Πειραιώς, Αλέξανδρος Ζερβέας."
"Ο Βουλευτής Β' Πειραιώς, Αλέξανδρος Ζερβέας, στην εκπομπή «Τι λέει ο Νόμος» στο κανάλι της Βουλής",28/09/2023
"«ΣΠΑΡΤΙΑΤΕΣ»: Ο Βουλευτής Ηρακλείου, Μιχάλης Γαυγιωτάκης, στην Επιτροπή Κοινωνικών Υποθέσεων",29/09/2023
"Συζήτηση Επίκαιρης Ερώτησης του Προέδρου, Β. Στίγκα προς ΥΠΕΞ για τη συνάντηση Μητσοτάκη-Ερντογάν",29/09/23
"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη στην Ολομέλεια για τα εργασιακά θέματα",21/09/23
"Ομιλία Βουλευτή Β2' Δυτικού Τομέα Αθηνών, Γιώργου Μανούσου, για τα εργασιακά θέματα",21/09/23
"Ομιλία Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, για το Σχέδιο Νόμου του Υπουργείου Ανάπτυξης",27/09/2023
"Ο Βουλευτής Α' Θεσσαλονίκης, Ιωάννης Κόντης, στην Επιτροπή ΔΔΔΤΔ & Διάσκεψη Προέδρων για ΑΔΑΕ & ΕΣΡ",28/09/2023
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας στην εκπομπή «Το Πρωινό» με τον Γιώργο Λιάγκα στον ΑΝΤ1",28/09/2023
"Ο Βουλευτής Ηρακλείου, Μιχαήλ Γαυγιωτάκης, στην Υποεπιτροπή νησιωτικών και ορεινών περιοχών",27/09/2023
"«ΣΠΑΡΤΙΑΤΕΣ»: Τιμή στους Σαλαμινομάχους - Εκδήλωση και ομιλία Προέδρου, Βασίλη Στίγκα, στο Πέραμα",22/09/2018
"«ΣΠΑΡΤΙΑΤΕΣ»: Ομιλία του Βουλευτή Α' Αθηνών, Θανάση Χαλκιά, για σχέδιο νόμου του υπουργείου Εργασίας",21/09/2023
«ΣΠΑΡΤΙΑΤΕΣ»: Εορτασμός της ιστορικής επετείου της Ναυμαχίας της Σαλαμίνας,"O Βουλευτής Β΄ Πειραιά των «ΣΠΑΡΤΙΑΤΩΝ», Αλέξανδρος Ζερβέας, παραβρέθηκε την Πέμπτη 21 Σεπτεμβρίου 2023, ως εκπρόσωπος μας και μοναδικός πολιτικός από τα εν τη Βουλή κόμματα, στον εορτασμό της ιστορικής επετείου της Ναυμαχίας της Σαλαμίνας."
Καταγγελία «ΣΠΑΡΤΙΑΤΕΣ»: Εδώ ο κόσμος χάνεται… και στην Κυβέρνηση γλεντοκοπάνε!,Αυτοί είναι οι πολιτικοί της νεοφιλελεύθερης Νέας Δημοκρατίας που θα έπρεπε να βρίσκονται στις πληγείσες περιοχές της Θεσσαλίας και της Μαγνησίας με γαλότσες και όχι με ακριβά κουστούμια!
"Πλημμυροπαθείς: Η απάντηση του Προέδρου των «ΣΠΑΡΤΙΑΤΩΝ», Β. Στίγκα, στις συκοφαντίες Κ. Βελόπουλου","Σε υψηλούς τόνους σχολίασε και απάντησε ο Πρόεδρος της Κ.Ο. των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, στον Κυριάκο Βελόπουλο αναφορικά με τις συκοφαντίες του για την πρόσφατη επίσκεψη κλιμακίου του κόμματός μας, και την παροχή ανθρωπιστικής βοήθειας στους πληγέντες συμπατριώτες μας, μετά την σαρωτική επέλαση της κακοκαιρίας στον Βόλο."
Οι «ΣΠΑΡΤΙΑΤΕΣ» στον Βόλο: Τώρα είναι η ώρα της Συμπαράστασης και της Αρωγής!,"Το Σάββατο 9 Σεπτεμβρίου 2023 το κομβόι της αγάπης και της αλληλεγγύης του κλιμακίου των «ΣΠΑΡΤΙΑΤΩΝ», με επικεφαλής τον Πρόεδρο της Κ.Ο., Βασίλη Στίγκα, τον οποίο συνόδευσαν Βουλευτές και μέλη μας, επισκέφθηκε τον Βόλο όπου παρέδωσε με επιτυχία το ανθρωπιστικό υλικό που μετέφερε προς ενίσχυση των πληγέντων από τις καταστροφικές πλημμύρες της σφοδρής κακοκαιρίας."
"Ο Βουλευτής, Μ. Γαυγιωτάκης, στο «τελευταίο αντίο» στον Αντώνη που δολοφονήθηκε στο Blue Horizon","Στον Ι.Ν. Ευαγγελισμού της Θεοτόκου στον Άγιο Νικόλαο της Κρήτης, βρέθηκε για να αποχαιρετήσει τον αδικοχαμένο Αντώνη Καρυώτη, εκ μέρους της Κ.Ο. των «ΣΠΑΡΤΙΑΤΩΝ», ο βουλευτής Ηρακλείου, Μιχάλης Γαυγιωτάκης."
Οι «ΣΠΑΡΤΙΑΤΕΣ» απέτισαν φόρο τιμής στον αδικοχαμένο Αντώνη Καρυώτη στο λιμάνι του Πειραιά,"Το απόγευμα της Πέμπτης 7ης Σεπτεμβρίου 2023, αντιπροσωπεία Βουλευτών και στελεχών των «ΣΠΑΡΤΙΑΤΩΝ», με επικεφαλής τον Πρόεδρο της Κ.Ο., Βασίλη Στίγκα, συνοδευόμενο από τον Βουλευτή Ν. Ηρακλείου, Μιχάλη Γαυγιωτάκη, και τον Βουλευτή Α’ Αθηνών, Θανάση Χαλκιά απέτισαν φόρο τιμής στον αδικοχαμένο Αντώνη Καρυώτη, στο σημείο της δολοφονίας του στην προβλήτα του λιμανιού του Πειραιά."
"Συνάντηση Προέδρου Κ.Ο., Βασίλη Στίγκα, με τον Παναγιώτατο Οικουμενικό Πατριάρχη κ. κ. Βαρθολομαίο","Φανερά συγκινημένος ο Πρόεδρος της Κ.Ο. των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, βρέθηκε το πρωί της Κυριακής 3ης Σεπτεμβρίου 2023 κοντά στον Οικουμενικό μας Πατριάρχη, για πρώτη φορά μετά την ανάληψη των καθηκόντων του, προκειμένου να παραστεί στην Θεία Λειτουργία στον Πύργο Ηλείας, κατά την οποία χοροστάτησε ο Παναγιώτατος."
Επίκαιρη Ερώτηση του Βουλευτή Β1΄ Βορείου Τομέα Αθηνών Χαράλαμπου Κατσιβαρδά για τις νέες ταυτότητες,18/09/2023
"Επίκαιρη Ερώτηση, Προέδρου Κ.Ο. Β. Στίγκα: Ο υπέρογκος δανεισμός του ΠΑΣΟΚ και της Νέας Δημοκρατίας",18/09/2023
Βασίλης Στίγκας σε ΠΑΣΟΚ: «Να πάτε στις Βρυξέλλες στις βαλίτσες της κυρίας Καϊλή »,"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, με παρέμβασή του στην Ολομέλεια την Τρίτη 5 Σεπτεμβρίου 2023, απάντησε στον κοινοβουλευτικό εκπρόσωπο του ΠΑΣΟΚ-ΚΙΝΑΛ, Μιχάλη Κατρίνη, που νωρίτερα στην ομιλία του ζήτησε με περίσσιο θράσος να… «εφαρμοστεί επιτέλους από την Κυβέρνηση ο νόμος απέναντι στο κόμμα Κασιδιάρη», καθώς όπως ψευδώς ισχυρίστηκε, «έχουμε πλέον ξεκάθαρα ενδείξεις, αλλά και ομολογίες, για την πραγματική ηγεσία αυτού του κόμματος, που παραπέμπει στον προφυλακισμένο Κασιδιάρη» και δεν μπορεί «η Ελληνική Πολιτεία να χρηματοδοτεί ένα κόμμα που καθοδηγείται από έναν καταδικασμένο και έγκλειστο αρχηγό όταν υπάρχει και σχετική νομολογία του ΣτΕ»."
Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ»  Βασίλης Στίγκας στο Κεντρικό Δελτίο Ειδήσεων του ΣΚΑΪ,"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, έδωσε συνέντευξη την Παρασκευή 1 Σεπτεμβρίου 2023 στο Κεντρικό Δελτίο Ειδήσεων του ΣΚΑΪ."
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, στο Κεντρικό Δελτίο Ειδήσεων του Alpha","Συνέντευξη παραχώρησε ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας την Παρασκευή 1 Σεπτεμβρίου 2023 στο Κεντρικό Δελτίο Ειδήσεων του Alpha."
Ο Βασίλης Στίγκας στην Πάρνηθα: «Το τοπίο καταστροφής είναι έργο της ανίκανης κυβέρνησης Μητσοτάκη»,"Την Παρασκευή 25 Αυγούστου 2023 ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας, επισκέφθηκε πληγείσες περιοχές σε Αχαρνές, Άνω Λιόσια και Φυλή όπου βρέθηκε μπροστά σ’ένα πραγματικό τοπίο καταστροφής από την πύρινη λαίλαπα στις πλαγιές της Πάρνηθας."
Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ» στις φωτιές της Βοιωτίας: «Βαρύς ο απολογισμός της πύρινης λαίλαπας»,"Την Πέμπτη 24 Αυγούστου 2023, κλιμάκιο των «ΣΠΑΡΤΙΑΤΩΝ», με επικεφαλής τον Πρόεδρο της Κ.Ο., Βασίλη Στίγκα, πραγματοποίησε περιοδεία στην Βοιωτία για τις καταστροφικές πυρκαγιές."
"Ο Πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ»,  Βασίλης Στίγκας, στην ΔΕΛΤΑ Τηλεόραση  Αλεξανδρούπολη","Κοντά στους πυρόπληκτους του Έβρου βρέθηκε την Τετάρτη 23 Αυγούστου 2023 ο πρόεδρος των «ΣΠΑΡΤΙΑΤΩΝ», Βασίλης Στίγκας με στελέχη του κόμματος, οι οποίοι επισκέφθηκαν τις πληγείσες περιοχές -από την πύρινη λαίλαπα- που κατακαίει την ευρύτερη περιοχή.

Κατά την περιοδεία του στις πυρόπληκτες εκτάσεις, ο Βασίλης Στίγκας, φιλοξενήθηκε στο Δελτίο Ειδήσεων της ΔΕΛΤΑ Τηλεόρασης στην Αλεξανδρούπολη."
"«ΣΠΑΡΤΙΑΤΕΣ»: Δηλώσεις Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, για τα πύρινα μέτωπα στον Έβρο","Την Τρίτη 22 Αυγούστου 2023 ο Βουλευτής Β’ Θεσσαλονίκης των «ΣΠΑΡΤΙΑΤΩΝ», Πέτρος Δημητριάδης, επισκέφθηκε τις πληγείσες περιοχές από τις φωτιές στην Αλεξανδρούπολη."
«ΣΠΑΡΤΙΑΤΕΣ»: Πέτρος Δημητριάδης Διαμαρτυρία Γενικό Νοσοκομείο Ξάνθης 20/08/2023,"Οι «ΣΠΑΡΤΙΑΤΕΣ» έδωσαν βροντερό παρών στη συγκέντρωση διαμαρτυρίας την Κυριακή 20 Αυγούστου στις 10:00 το πρωί που διοργάνωσε η Επιτροπή Αγώνα Ξάνθης, έξω από το Γενικό Νοσοκομείο Ξάνθης.
Πολίτες συγκεντρώθηκαν για να εκφράζουν την οργή και την αγανάκτησή τους για την υποβάθμιση της Δημόσιας Υγείας στην ευρύτερη περιοχή.
Τους «ΣΠΑΡΤΙΑΤΕΣ» εκπροσώπησε ο Βουλευτής Β’ Θεσσαλονίκης, Πέτρος Δημητριάδης."
