,Id,Title,Published_Date,Description,Tags,Views,Likes,Dislikes,Comments,Date,Time,LikestoViews,CommentstoViews,DislikestoViews,Combined_Metric
103,MvYLUrxx6dQ,"Οι «ΣΠΑΡΤΙΑΤΕΣ» στο τελευταίο αντίο στον θρύλο της ΑΕΚ, Κώστα Νεστορίδη (Αγία Τριάδα Ν. Φιλαδέλφεια)",2023-12-16 15:12:08+00:00,16/12/2023,[],338,25,0,0,2023-12-16,15:12:08,0.07396449704142012,0.0,0.0,158.35
104,U6TV18Op8RU,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Π. Δημητριάδη, για την κύρωση Κρατικού Προϋπολογισμού 2024",2023-12-16 14:12:37+00:00,16/12/2023,[],146,16,0,0,2023-12-16,14:12:37,0.1095890410958904,0.0,0.0,69.7
105,uYm3d8wx9mU,"Δευτερολογία του Προέδρου, Βασίλειου Στίγκα, για την κύρωση του Προϋπολογισμού 2024",2023-12-16 11:14:23+00:00,16/12/2023,[],180,11,0,0,2023-12-16,11:14:23,0.06111111111111111,0.0,0.0,83.75
106,SBQ2zDrBKYw,"Καλά Χριστούγεννα σε όλες τις Ελληνίδες, σε όλους τους Έλληνες, σε όλο τον απανταχού Ελληνισμό!",2023-12-16 10:23:33+00:00,Θερμές ευχές από το Γραφείο Τύπου «ΣΠΑΡΤΙΑΤΕΣ»,[],167,21,0,0,2023-12-16,10:23:33,0.12574850299401197,0.0,0.0,80.4
107,wa4zRg1sEtI,"Ομιλία-καταπέλτης του Προέδρου, Βασίλειου Στίγκα, για Βόρειο Ήπειρο και ψευδοσουλτάνο Ερντογάν",2023-12-16 10:16:18+00:00,16/12/2023,[],334,31,0,0,2023-12-16,10:16:18,0.09281437125748503,0.0,0.0,158.05
108,VQHzD5YxGxg,Αλέξανδρος Ζερβέας (Βουλευτής Β' Πειραιώς) προς απάτριδες: Αυτό επιτάσσει το πατριωτικό καθήκον μας!,2023-12-16 10:10:01+00:00,15/12/2023,[],435,38,0,0,2023-12-16,10:10:01,0.08735632183908046,0.0,0.0,205.25
109,PLc1p-QCdCA,"Ομιλία του Βουλευτή Θεσσαλονίκης, Π. Δημητριάδη, για την κύρωση του Κρατικού Προϋπολογισμού 2024",2023-12-15 16:30:45+00:00,15/12/2023,[],99,11,0,0,2023-12-15,16:30:45,0.1111111111111111,0.0,0.0,47.300000000000004
110,3oyXEFM2I6U,"Ομιλία του Βουλευτή Αιτωλοακαρνανίας, Δ. Βαλτογιάννη, για την κύρωση του Κρατικού Προϋπολογισμού",2023-12-15 13:00:49+00:00,14/12/2023,[],111,10,0,0,2023-12-15,13:00:49,0.09009009009009009,0.0,0.0,52.45
111,3u5HtvRT-FQ,"Ομιλία Βουλευτή Β' Θεσσαλονίκης, Π. Δημητριάδη, στην Εξεταστική Επιτροπή για το έγκλημα των Τεμπών",2023-12-15 12:52:31+00:00,14/12/2023,[],82,9,0,0,2023-12-15,12:52:31,0.10975609756097561,0.0,0.0,39.15
112,KwNIu7esch4,"Ομιλία του Βουλευτή Β' Θεσσαλονίκης, Πέτρου Δημητριάδη, στην Διαρκή Επιτροπή  Κοινωνικών Υποθέσεων",2023-12-15 12:35:10+00:00,15/12/2023,[],58,8,0,0,2023-12-15,12:35:10,0.13793103448275862,0.0,0.0,28.1
113,g7N6mDki0pQ,"Ομιλία του Βουλευτή Α' Θεσσαλονίκης, Ιωάννη Κόντη, για την κύρωση του Κρατικού Προϋπολογισμού 2024",2023-12-15 10:47:01+00:00,15/12/2023,[],107,9,0,0,2023-12-15,10:47:01,0.08411214953271028,0.0,0.0,50.4
